id,title,genre1,genre2,genre3,genre4
18522,Defense Grid: The Awakening - You Monster DLC,Indie,Strategy
18523,Defense Grid: Containment DLC,Strategy,Indie
18600,Mayhem Intergalactic,Strategy,Indie
18700,And Yet It Moves,Indie,Casual
18820,Zero Gear,Action,Indie,Racing,Sports
19000,Silent Hill Homecoming,Adventure
19020,Puzzle Chronicles,Casual,RPG
19030,Rocket Knight,Action,Adventure
19080,Biozone,Action,Adventure,Casual
19200,Tank Universal,Action,Indie
19320,Space Ark,Action,Indie,Casual
19500,Eternity's Child,Adventure,Indie
19680,Alice: Madness Returns,Action,Adventure
19800,Brothers in Arms: Earned in Blood&acirc;&#132;&cent;,Action
19810,The Sum of All Fears,Action
19830,Tom Clancy's Rainbow Six&reg; 3 Gold,Action
19900,Far Cry&Acirc;&reg; 2: Fortune's Edition,Action
19930,The Settlers&Acirc;&reg;: Rise Of An Empire Gold Edition,Strategy
19980,Prince of Persia&Acirc;&reg;,Action,Adventure
20200,Galactic Bowling,Indie,Casual,Sports
20500,Red Faction Guerrilla Steam Edition,Action
20510,S.T.A.L.K.E.R.: Clear Sky,Action,RPG
20530,Red Faction,Action
20540,Company of Heroes: Tales of Valor,Strategy
20550,Red Faction II,Action,Strategy
20570,"Warhammer&Acirc;&reg; 40,000: Dawn of War&Acirc;&reg; II Chaos Rising",Strategy
20700,Starscape,Action,Strategy,Indie
20710,Mr. Robot,Action,Strategy,Indie
20820,Shatter,Action,Indie
20828,Shatter: Official Videogame Soundtrack,Action,Indie
20900,The Witcher: Enhanced Edition Director's Cut,Action,RPG
20902,The Witcher: Director's Cut Update,Action,RPG
20920,The Witcher 2: Assassins of Kings Enhanced Edition,RPG
21000,LEGO Batman,Action,Adventure
21010,Watchmen: The End is Nigh,Action
21030,Watchmen: The End is Nigh Part 2,Action
21090,F.E.A.R.,Action
21100,F.E.A.R. 3,Action
21130,LEGO Harry Potter: Years 1-4,Action,Adventure
21300,Gravitron 2,Indie,Casual
21400,Project Aftermath,Strategy,Action,Indie
21500,Pyroblazer&reg;,Racing
21600,Age of Booty&acirc;&#132;&cent;,Casual,Strategy
21640,Flock!,Casual,Strategy
21660,Street Fighter&Acirc;&reg; IV,Action
21670,Bionic Commando,Action,Adventure
